word,mul_info,left_entropy,right_entropy,head_prob,tail_prob
级人民政府,0.696244,0.516249,0.936252,0.339286,0.376324
单位和个人,0.269959,0.586580,0.749763,0.082515,0.328042
污染物排放,0.262588,0.789729,0.659493,0.379630,0.029197
市人民政府,0.404799,0.113071,0.988831,0.076164,0.376324
监察委员会,0.046286,0.414389,0.661623,0.130178,0.744538
组织和个人,0.031668,0.299832,0.648677,0.605114,0.328042
放射性污染,0.122616,0.835680,0.350933,0.047325,0.379630
经济和社会,0.102016,0.262649,0.099049,0.305709,0.518587
环境的污染,0.035164,0.235279,0.371482,0.347826,0.379630
社会化服务,0.007749,0.403316,0.370373,0.518587,0.492063
的人民政府,0.066053,0.462620,0.367714,0.056452,0.376324
野生动植物,0.020494,0.586002,0.626619,0.066079,0.454545
标准化工作,0.019713,0.599203,0.472297,0.307116,0.125909
级人民法院,0.014343,0.429445,0.524541,0.339286,0.193445
工作的部门,0.073444,0.232884,0.692308,0.125909,0.126761
活动的单位,0.027659,0.582916,0.436059,0.301333,0.082515
建设项目的,0.068866,0.706284,0.514920,0.117526,0.048673
放射性废物,0.120128,0.814787,0.566366,0.047325,0.050505
规划并组织,0.008983,0.402554,0.176964,0.304167,0.605114
规定的标准,0.018979,0.556846,0.405443,0.083333,0.307116
产品的质量,0.012265,0.472162,0.481773,0.184492,0.211679
国家和社会,0.010118,0.386621,0.541003,0.097527,0.518587
设备和产品,0.027942,0.165178,0.498517,0.244552,0.184492
符合国务院,0.015846,0.471415,0.394368,0.271605,0.127424
委员会主任,0.019945,0.278053,0.472297,0.514658,0.071928
农业和农村,0.031724,0.780980,0.321430,0.193042,0.062851
的建设项目,0.060113,0.799165,0.535722,0.016129,0.230769
委员会委员,0.005813,0.314775,0.192709,0.514658,0.514658
标准的要求,0.024459,0.452418,0.357777,0.307116,0.070946
本法第二十,0.082016,0.502601,0.609039,0.017348,0.196527
垃圾填埋场,0.016490,0.272552,0.415412,1.000000,0.044444
县人民政府,0.048951,0.212345,0.433699,0.045113,0.376324
按照国务院,0.111090,0.540220,0.632740,0.015385,0.127424
使用不符合,0.010874,0.469209,0.410102,0.127119,0.271605
委员会领导,0.006238,0.314775,0.289064,0.514658,0.228261
部门的规定,0.044654,0.232007,0.598893,0.126761,0.083333
规定的程序,0.022441,0.379273,0.623593,0.083333,0.143780
材料和产品,0.009341,0.209850,0.345428,0.489796,0.184492
鼓励和支持,0.085185,0.252557,0.853749,0.047297,0.069565
淘汰的设备,0.015796,0.256939,0.276638,0.218750,0.244552
管理和监督,0.006722,0.403316,0.264195,0.387978,0.215976
环境保护税,0.048130,0.586077,0.594242,0.347826,0.010000
规划的编制,0.013390,0.443472,0.466237,0.304167,0.067961
企业和其他,0.012066,0.504823,0.463589,0.770950,0.025641
土地使用权,0.113141,0.748746,0.594859,0.100358,0.010920
规划相衔接,0.012153,0.181126,0.265704,0.304167,0.300000
建设与管理,0.008583,0.306202,0.433910,0.117526,0.387978
推荐性标准,0.014599,0.504823,0.415412,0.054852,0.307116
调查委员会,0.004016,0.332604,0.305437,0.169492,0.744538
档案的管理,0.003629,0.332604,0.176964,0.581818,0.387978
销售不符合,0.008179,0.287694,0.370373,0.200935,0.271605
资源的保护,0.011592,0.577087,0.415412,0.196522,0.084531
污染水环境,0.013240,0.160368,0.147269,0.379630,0.347826
造成水污染,0.021131,0.570644,0.334958,0.026119,0.379630
产品的生产,0.012956,0.571942,0.362287,0.184492,0.079301
业主管部门,0.136814,0.314983,0.888055,0.007924,0.126761
传染病疫情,0.091142,0.863689,0.652241,0.016207,0.046154
条件的单位,0.010053,0.409252,0.430884,0.259091,0.082515
第三百四十,0.012224,0.241083,0.529951,0.136054,0.177606
管理的规定,0.013596,0.445286,0.192709,0.387978,0.083333
标准的项目,0.006986,0.203754,0.370373,0.307116,0.230769
镇人民政府,0.030229,0.480991,0.633364,0.010582,0.376324
区人民政府,0.015792,0.198447,0.443211,0.067823,0.376324
污染物或者,0.008252,0.402554,0.433910,0.379630,0.064516
开发和推广,0.011516,0.446578,0.410102,0.157262,0.105485
第一款规定,0.029470,0.123963,0.294614,0.387755,0.083333
环境的产品,0.011405,0.114067,0.415412,0.347826,0.184492
污染的企业,0.003357,0.192704,0.176964,0.379630,0.770950
设施的建设,0.017347,0.599203,0.466028,0.055690,0.117526
废物的单位,0.065987,0.178068,0.624677,0.050505,0.082515
规定的行政,0.023606,0.536807,0.265800,0.083333,0.108902
畜牧业生产,0.007850,0.403316,0.293290,0.409091,0.079301
服务的企业,0.001941,0.209850,0.192709,0.492063,0.770950
规定的条件,0.009418,0.409252,0.355042,0.083333,0.259091
条件和程序,0.013023,0.200288,0.300873,0.259091,0.143780
以下的罚款,0.480909,0.192692,0.301212,0.008493,0.122449
部门和其他,0.080550,0.359569,0.307996,0.126761,0.025641
生产和服务,0.008564,0.306202,0.281191,0.079301,0.492063
或者不符合,0.010730,0.469209,0.320764,0.064516,0.271605
标准的企业,0.003466,0.192704,0.176964,0.307116,0.770950
十一次会议,0.027742,0.297686,0.347847,0.083782,0.114679
传染病预防,0.053217,0.719074,0.416441,0.016207,0.104839
发展的需要,0.008895,0.376152,0.345428,0.118442,0.194444
环境保护法,0.036376,0.367633,0.341338,0.347826,0.016667
放射性物质,0.033733,0.728463,0.445825,0.047325,0.050802
部门的监督,0.016278,0.353768,0.166859,0.126761,0.215976
标准的地方,0.011402,0.399898,0.463589,0.307116,0.040057
国务院批准,0.115789,0.370103,0.558888,0.018242,0.058824
政策和措施,0.014182,0.256939,0.260474,0.047352,0.571429
第三款规定,0.019648,0.275810,0.412710,0.136054,0.083333
项目的环境,0.037321,0.054145,0.155646,0.230769,0.347826
规定的技术,0.004995,0.419700,0.289064,0.083333,0.497288
第一百一十,0.052117,0.043144,0.638963,0.387755,0.044955
标准的煤炭,0.010973,0.181126,0.355042,0.307116,0.114155
知识的宣传,0.008573,0.151497,0.264195,0.175719,0.393258
饮用水安全,0.018463,0.649652,0.408173,0.040816,0.109689
规划的要求,0.010192,0.446578,0.221391,0.304167,0.070946
规定的环境,0.012178,0.347877,0.176964,0.083333,0.347826
主义的教育,0.004065,0.332604,0.176964,0.276723,0.322511
所有制经济,0.008876,0.306202,0.369673,0.069231,0.305709
国家和地方,0.019350,0.602928,0.464738,0.097527,0.040057
规定的其他,0.038336,0.363808,0.704094,0.083333,0.025641
工作的监督,0.015196,0.284720,0.177664,0.125909,0.215976
环境的技术,0.003489,0.192704,0.176964,0.347826,0.497288
保护水资源,0.010435,0.386621,0.299982,0.084531,0.196522
污染的防治,0.011314,0.452361,0.385419,0.379630,0.026578
经济和技术,0.003837,0.192704,0.176964,0.305709,0.497288
保护和改善,0.045250,0.597850,0.340744,0.084531,0.025140
管理水资源,0.005176,0.170247,0.289064,0.387978,0.196522
教育和科学,0.006344,0.170247,0.289064,0.322511,0.190844
工作的领导,0.011073,0.529166,0.114021,0.125909,0.228261
污染的综合,0.001873,0.209850,0.192709,0.379630,0.658537
服务不符合,0.004033,0.192704,0.176964,0.492063,0.271605
所有的档案,0.009000,0.136407,0.369673,0.069231,0.581818
环境的影响,0.008677,0.306202,0.281191,0.347826,0.069444
十五次会议,0.014931,0.207977,0.466237,0.107335,0.114679
使用权证书,0.029828,0.109659,0.416388,0.127119,0.101770
行政许可的,0.197707,0.742165,0.812398,0.108902,0.001351
传染病防治,0.079700,0.815932,0.611536,0.016207,0.026578
国家水环境,0.009775,0.446578,0.114021,0.097527,0.347826
决定的行政,0.034656,0.392532,0.128456,0.086093,0.108902
委员会负责,0.011149,0.124162,0.166331,0.514658,0.136364
工作的管理,0.003222,0.332604,0.305437,0.125909,0.387978
工艺和设备,0.027534,0.346126,0.255236,0.026861,0.244552
产品加工业,0.007240,0.287694,0.293290,0.184492,0.140459
国务院规定,0.087390,0.359059,0.331260,0.018242,0.083333
设备和器材,0.007883,0.403316,0.187111,0.244552,0.108280
申请人颁发,0.009910,0.192704,0.305437,0.110656,0.240000
授权的部门,0.022921,0.181126,0.248921,0.115942,0.126761
区域的环境,0.008044,0.262654,0.433910,0.047319,0.347826
第二款规定,0.036137,0.089444,0.288012,0.193878,0.083333
国务院卫生,0.049042,0.736068,0.083061,0.018242,0.271104
技术和管理,0.001898,0.209850,0.192709,0.497288,0.387978
会同国务院,0.235425,0.191460,0.560248,0.004587,0.127424
污染源监测,0.008984,0.136407,0.369673,0.379630,0.085799
核安全标准,0.014600,0.571942,0.509062,0.011152,0.307116
环境的防治,0.032495,0.095212,0.504509,0.347826,0.026578
地下水污染,0.011832,0.327634,0.349050,0.027897,0.379630
企业和煤炭,0.009487,0.136407,0.125265,0.770950,0.114155
污染危害性,0.014761,0.396839,0.096983,0.379630,0.065934
符合核安全,0.005858,0.419700,0.192709,0.271605,0.109689
十五条规定,0.009472,0.469209,0.355042,0.107335,0.083333
十八条规定,0.017812,0.459303,0.241201,0.084791,0.083333
病预防控制,0.093726,0.084397,0.199321,0.017361,0.507246
宪法和法律,0.016157,0.597325,0.418362,0.093023,0.036771
经济的发展,0.003600,0.332604,0.305437,0.305709,0.118442
影响的措施,0.005471,0.314775,0.192709,0.069444,0.571429
宣传和教育,0.002559,0.209850,0.192709,0.393258,0.322511
生活垃圾处,0.027034,0.651981,0.139122,0.061156,0.086957
倾倒废弃物,0.025178,0.524561,0.342225,0.036585,0.078431
或者国务院,0.013124,0.256939,0.466237,0.064516,0.127424
污染物含量,0.009287,0.402554,0.125265,0.379630,0.071942
当事人履行,0.011933,0.452361,0.481773,0.016234,0.292683
生产和使用,0.009701,0.289338,0.430884,0.079301,0.127119
本法第三十,0.037344,0.266941,0.531274,0.017348,0.132580
本法第四十,0.025985,0.318915,0.474239,0.017348,0.177606
传染病病人,0.047623,0.530658,0.530509,0.016207,0.055556
标准的制定,0.016036,0.611498,0.491474,0.307116,0.008143
规划许可证,0.042433,0.332126,0.514243,0.304167,0.005405
控制指标的,0.017559,0.229952,0.513288,0.507246,0.011236
法律的规定,0.017212,0.373674,0.594501,0.036771,0.083333
工作的机构,0.010064,0.349295,0.410102,0.125909,0.062372
检查的单位,0.015570,0.098419,0.432910,0.204787,0.082515
垃圾的单位,0.003929,0.192704,0.176964,1.000000,0.082515
财政性资金,0.007697,0.151497,0.370373,0.273006,0.088696
信息等服务,0.002354,0.209850,0.192709,0.221889,0.492063
销售者或者,0.007523,0.287694,0.370373,0.200935,0.064516
